FileName,path,exists,ok,n_frames_prop,width,height,fps,first_frame_ok,error,FrameHeight,FrameWidth,FPS,NumberOfFrames,res_outlier,meta_mismatch
0X103BE163257D663A,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X103BE163257D663A.avi,True,True,190,112,112,50.0,True,,112,112,50,190,False,False
0X1043D3D352972862,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1043D3D352972862.avi,True,True,234,112,112,47.0,True,,112,112,47,234,False,False
0X1045F1B5A0A5EA54,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1045F1B5A0A5EA54.avi,True,True,219,112,112,50.0,True,,112,112,50,219,False,False
0X1040D64234D3E916,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1040D64234D3E916.avi,True,True,190,112,112,50.0,True,,112,112,50,190,False,False
0X105039B849CDB1CD,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X105039B849CDB1CD.avi,True,True,212,112,112,50.0,True,,112,112,50,212,False,False
0X104D2C3D60AE3DE8,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X104D2C3D60AE3DE8.avi,True,True,242,112,112,50.0,True,,112,112,50,242,False,False
0X10516E63208D8EA1,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10516E63208D8EA1.avi,True,True,198,112,112,50.0,True,,112,112,50,198,False,False
0X1059077339EF0869,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1059077339EF0869.avi,True,True,201,112,112,50.0,True,,112,112,50,201,False,False
0X10569E00E4DFFF7D,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10569E00E4DFFF7D.avi,True,True,113,112,112,46.0,True,,112,112,46,113,False,False
0X105B9EF57DE45DCB,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X105B9EF57DE45DCB.avi,True,True,202,112,112,50.0,True,,112,112,50,202,False,False
0X1055D6B76E5D7556,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1055D6B76E5D7556.avi,True,True,147,112,112,50.0,True,,112,112,50,147,False,False
0X105CDF495F9A9A43,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X105CDF495F9A9A43.avi,True,True,142,112,112,50.0,True,,112,112,50,142,False,False
0X105E0E36E611D657,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X105E0E36E611D657.avi,True,True,249,112,112,50.0,True,,112,112,50,249,False,False
0X105D400DBDB7A1FA,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X105D400DBDB7A1FA.avi,True,True,158,112,112,50.0,True,,112,112,50,158,False,False
0X10623D3AF96AC271,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10623D3AF96AC271.avi,True,True,125,112,112,50.0,True,,112,112,50,125,False,False
0X10648BFB1458861,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10648BFB1458861.avi,True,True,106,112,112,50.0,True,,112,112,50,106,False,False
0X1062E316DF137FDB,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1062E316DF137FDB.avi,True,True,163,112,112,50.0,True,,112,112,50,163,False,False
0X106766224781FAE2,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X106766224781FAE2.avi,True,True,88,112,112,50.0,True,,112,112,50,88,False,False
0X106B384BEED608E3,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X106B384BEED608E3.avi,True,True,134,112,112,50.0,True,,112,112,50,134,False,False
0X106A8FDB8A83534B,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X106A8FDB8A83534B.avi,True,True,228,112,112,50.0,True,,112,112,50,228,False,False
0X106E73F4961CC47B,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X106E73F4961CC47B.avi,True,True,131,112,112,50.0,True,,112,112,50,131,False,False
0X107458C8895A9AC9,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X107458C8895A9AC9.avi,True,True,151,112,112,50.0,True,,112,112,50,151,False,False
0X106FE6CF624D4C8C,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X106FE6CF624D4C8C.avi,True,True,104,112,112,50.0,True,,112,112,50,104,False,False
0X106EA7D9DEC59EA9,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X106EA7D9DEC59EA9.avi,True,True,187,112,112,50.0,True,,112,112,50,187,False,False
0X1070ABA581A9A255,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1070ABA581A9A255.avi,True,True,154,112,112,50.0,True,,112,112,50,154,False,False
0X1088B755BC61AF23,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1088B755BC61AF23.avi,True,True,162,112,112,50.0,True,,112,112,50,162,False,False
0X1082BF2A3762D881,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1082BF2A3762D881.avi,True,True,171,112,112,50.0,True,,112,112,50,171,False,False
0X108B163EEADDDABC,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X108B163EEADDDABC.avi,True,True,147,112,112,50.0,True,,112,112,50,147,False,False
0X108B4B26B48E417B,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X108B4B26B48E417B.avi,True,True,134,112,112,50.0,True,,112,112,50,134,False,False
0X1093398DC18FB3B3,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1093398DC18FB3B3.avi,True,True,218,112,112,50.0,True,,112,112,50,218,False,False
0X1096572D64654BBD,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1096572D64654BBD.avi,True,True,128,112,112,50.0,True,,112,112,50,128,False,False
0X1098A9CCA66A5DD0,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1098A9CCA66A5DD0.avi,True,True,148,112,112,50.0,True,,112,112,50,148,False,False
0X109D27B0A540F9F6,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X109D27B0A540F9F6.avi,True,True,198,112,112,50.0,True,,112,112,50,198,False,False
0X10A28877E97DF540,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10A28877E97DF540.avi,True,True,211,112,112,50.0,True,,112,112,50,211,False,False
0X10A5FC19152B50A5,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10A5FC19152B50A5.avi,True,True,149,112,112,50.0,True,,112,112,50,149,False,False
0X10A8ADB48536C3D5,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10A8ADB48536C3D5.avi,True,True,120,112,112,31.0,True,,112,112,31,120,False,False
0X10A9B17E26220232,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10A9B17E26220232.avi,True,True,218,112,112,50.0,True,,112,112,50,218,False,False
0X10ABB3401FC5EC2D,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10ABB3401FC5EC2D.avi,True,True,195,112,112,50.0,True,,112,112,50,195,False,False
0X10AD385C206C85C,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10AD385C206C85C.avi,True,True,174,112,112,50.0,True,,112,112,50,174,False,False
0X10B04432B90E5AC2,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10B04432B90E5AC2.avi,True,True,232,112,112,62.0,True,,112,112,62,232,False,False
0X10B063E16BA7BEE3,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10B063E16BA7BEE3.avi,True,True,124,112,112,50.0,True,,112,112,50,124,False,False
0X10B13E581B12A53C,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10B13E581B12A53C.avi,True,True,112,112,112,50.0,True,,112,112,50,112,False,False
0X10B7505562B0A702,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10B7505562B0A702.avi,True,True,175,112,112,50.0,True,,112,112,50,175,False,False
0X10BD75A3203C3BB9,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10BD75A3203C3BB9.avi,True,True,197,112,112,50.0,True,,112,112,50,197,False,False
0X10BC6AA53115AA06,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10BC6AA53115AA06.avi,True,True,161,112,112,43.0,True,,112,112,43,161,False,False
0X10C2D4AA0721C0FB,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10C2D4AA0721C0FB.avi,True,True,196,112,112,56.0,True,,112,112,56,196,False,False
0X10BFDDD409BA5A7A,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10BFDDD409BA5A7A.avi,True,True,204,112,112,50.0,True,,112,112,50,204,False,False
0X10BDFD27E27D56A9,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10BDFD27E27D56A9.avi,True,True,230,112,112,50.0,True,,112,112,50,230,False,False
0X10C3E084B3ABE52A,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10C3E084B3ABE52A.avi,True,True,217,112,112,50.0,True,,112,112,50,217,False,False
0X10C4823DD13E1869,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10C4823DD13E1869.avi,True,True,142,112,112,50.0,True,,112,112,50,142,False,False
0X10C53B6D1D01A54A,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10C53B6D1D01A54A.avi,True,True,183,112,112,50.0,True,,112,112,50,183,False,False
0X10D11D93FB71B19C,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10D11D93FB71B19C.avi,True,True,204,112,112,50.0,True,,112,112,50,204,False,False
0X10CA19FBE6D26A71,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10CA19FBE6D26A71.avi,True,True,203,112,112,50.0,True,,112,112,50,203,False,False
0X10D1B5DDEBC0E3C8,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10D1B5DDEBC0E3C8.avi,True,True,117,112,112,50.0,True,,112,112,50,117,False,False
0X10D278E3FD2DE072,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10D278E3FD2DE072.avi,True,True,159,112,112,50.0,True,,112,112,50,159,False,False
0X10D734CBEB6ECB81,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10D734CBEB6ECB81.avi,True,True,56,112,112,28.0,True,,112,112,28,56,False,False
0X10D5F8CF0EB124,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10D5F8CF0EB124.avi,True,True,145,112,112,50.0,True,,112,112,50,145,False,False
0X10D8F5659B144070,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10D8F5659B144070.avi,True,True,113,112,112,50.0,True,,112,112,50,113,False,False
0X10DEF75CF6DC6B84,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10DEF75CF6DC6B84.avi,True,True,157,112,112,50.0,True,,112,112,50,157,False,False
0X10E197789006C3D5,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10E197789006C3D5.avi,True,True,217,112,112,50.0,True,,112,112,50,217,False,False
0X10E47D630E15DE12,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10E47D630E15DE12.avi,True,True,164,112,112,50.0,True,,112,112,50,164,False,False
0X10E57E24DBA5788,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10E57E24DBA5788.avi,True,True,177,112,112,50.0,True,,112,112,50,177,False,False
0X10EFC1D17C7FB199,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10EFC1D17C7FB199.avi,True,True,229,112,112,63.0,True,,112,112,63,229,False,False
0X10E60C3C123CAEB8,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10E60C3C123CAEB8.avi,True,True,243,112,112,60.0,True,,112,112,60,243,False,False
0X10F04F8DFB86BAEE,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10F04F8DFB86BAEE.avi,True,True,166,112,112,50.0,True,,112,112,50,166,False,False
0X10F6FD4A9C6A458E,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10F6FD4A9C6A458E.avi,True,True,187,112,112,50.0,True,,112,112,50,187,False,False
0X11000DD0D10B399F,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11000DD0D10B399F.avi,True,True,162,112,112,50.0,True,,112,112,50,162,False,False
0X10FCACE551DE0CEB,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X10FCACE551DE0CEB.avi,True,True,191,112,112,50.0,True,,112,112,50,191,False,False
0X1100A0AA0BDBAE92,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1100A0AA0BDBAE92.avi,True,True,212,112,112,47.0,True,,112,112,47,212,False,False
0X1106795368C7DE44,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1106795368C7DE44.avi,True,True,140,112,112,62.0,True,,112,112,62,140,False,False
0X1108EED6EC60971E,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1108EED6EC60971E.avi,True,True,197,112,112,50.0,True,,112,112,50,197,False,False
0X110A2E1C465B1B53,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X110A2E1C465B1B53.avi,True,True,137,112,112,50.0,True,,112,112,50,137,False,False
0X11109B2A42A4C76E,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11109B2A42A4C76E.avi,True,True,166,112,112,50.0,True,,112,112,50,166,False,False
0X11116A740B44446A,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11116A740B44446A.avi,True,True,199,112,112,50.0,True,,112,112,50,199,False,False
0X1112442D58D48C79,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1112442D58D48C79.avi,True,True,152,112,112,50.0,True,,112,112,50,152,False,False
0X11199500C4901088,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11199500C4901088.avi,True,True,177,112,112,52.0,True,,112,112,52,177,False,False
0X111D3734D84AA8B8,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X111D3734D84AA8B8.avi,True,True,204,112,112,50.0,True,,112,112,50,204,False,False
0X111EDA8A1E44169C,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X111EDA8A1E44169C.avi,True,True,127,112,112,54.0,True,,112,112,54,127,False,False
0X1123724D7C9FAF61,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1123724D7C9FAF61.avi,True,True,173,112,112,50.0,True,,112,112,50,173,False,False
0X111E2E3AD9EB4317,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X111E2E3AD9EB4317.avi,True,True,163,112,112,50.0,True,,112,112,50,163,False,False
0X1124D3D938A98B7B,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1124D3D938A98B7B.avi,True,True,118,112,112,50.0,True,,112,112,50,118,False,False
0X112505A983BB4D8E,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X112505A983BB4D8E.avi,True,True,134,112,112,47.0,True,,112,112,47,134,False,False
0X112668E4C7655E1A,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X112668E4C7655E1A.avi,True,True,155,112,112,46.0,True,,112,112,46,155,False,False
0X112862331B7E140E,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X112862331B7E140E.avi,True,True,164,112,112,50.0,True,,112,112,50,164,False,False
0X1128628F2CE14FF4,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1128628F2CE14FF4.avi,True,True,177,112,112,46.0,True,,112,112,46,177,False,False
0X112B93363FA20D8B,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X112B93363FA20D8B.avi,True,True,132,112,112,50.0,True,,112,112,50,132,False,False
0X1129FFF0D45D7EFF,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1129FFF0D45D7EFF.avi,True,True,209,112,112,50.0,True,,112,112,50,209,False,False
0X112D0A3D2ACB8800,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X112D0A3D2ACB8800.avi,True,True,254,112,112,50.0,True,,112,112,50,254,False,False
0X112E05F05062753E,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X112E05F05062753E.avi,True,True,165,112,112,50.0,True,,112,112,50,165,False,False
0X112EF236E1F676E4,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X112EF236E1F676E4.avi,True,True,141,112,112,50.0,True,,112,112,50,141,False,False
0X112F1A9C7DF4A5F2,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X112F1A9C7DF4A5F2.avi,True,True,245,112,112,60.0,True,,112,112,60,245,False,False
0X11303E45952732BD,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11303E45952732BD.avi,True,True,202,112,112,50.0,True,,112,112,50,202,False,False
0X113195610E41EF2,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X113195610E41EF2.avi,True,True,205,112,112,50.0,True,,112,112,50,205,False,False
0X1131FB2A374D34F5,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1131FB2A374D34F5.avi,True,True,343,112,112,63.0,True,,112,112,63,343,False,False
0X113E6AD75AB62781,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X113E6AD75AB62781.avi,True,True,166,112,112,47.0,True,,112,112,47,166,False,False
0X1134CC5B50757EEF,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1134CC5B50757EEF.avi,True,True,129,112,112,50.0,True,,112,112,50,129,False,False
0X113E9F83E605C0F5,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X113E9F83E605C0F5.avi,True,True,156,112,112,50.0,True,,112,112,50,156,False,False
0X1143688D7F946644,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1143688D7F946644.avi,True,True,202,112,112,50.0,True,,112,112,50,202,False,False
0X113F9B4D1F9FA03,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X113F9B4D1F9FA03.avi,True,True,217,112,112,50.0,True,,112,112,50,217,False,False
0X11445CEF92745462,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11445CEF92745462.avi,True,True,199,112,112,50.0,True,,112,112,50,199,False,False
0X114B58E6B34E55F1,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X114B58E6B34E55F1.avi,True,True,157,112,112,50.0,True,,112,112,50,157,False,False
0X114DED900F0C2D7D,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X114DED900F0C2D7D.avi,True,True,419,112,112,50.0,True,,112,112,50,419,False,False
0X1151F27F45E9644F,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1151F27F45E9644F.avi,True,True,245,112,112,59.0,True,,112,112,59,245,False,False
0X1151059A7824211,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1151059A7824211.avi,True,True,196,112,112,50.0,True,,112,112,50,196,False,False
0X11537FCF989575BB,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11537FCF989575BB.avi,True,True,263,112,112,53.0,True,,112,112,53,263,False,False
0X1150BD0249677E8F,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1150BD0249677E8F.avi,True,True,140,112,112,50.0,True,,112,112,50,140,False,False
0X115841DA5E9DC64D,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X115841DA5E9DC64D.avi,True,True,133,112,112,50.0,True,,112,112,50,133,False,False
0X1154F8CD483D5CD5,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1154F8CD483D5CD5.avi,True,True,285,112,112,50.0,True,,112,112,50,285,False,False
0X1161B02E0B2DBB94,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1161B02E0B2DBB94.avi,True,True,175,112,112,50.0,True,,112,112,50,175,False,False
0X11648EA1AD4AE177,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11648EA1AD4AE177.avi,True,True,152,112,112,50.0,True,,112,112,50,152,False,False
0X1167650B8BEFF863,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X1167650B8BEFF863.avi,True,True,217,112,112,50.0,True,,112,112,50,217,False,False
0X11679CCF8428C87,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11679CCF8428C87.avi,True,True,169,112,112,50.0,True,,112,112,50,169,False,False
0X116D6A1EFDD8E226,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X116D6A1EFDD8E226.avi,True,True,152,112,112,50.0,True,,112,112,50,152,False,False
0X117CAE6A13AA3F5,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X117CAE6A13AA3F5.avi,True,True,225,112,112,50.0,True,,112,112,50,225,False,False
0X117F243A9D657663,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X117F243A9D657663.avi,True,True,129,112,112,50.0,True,,112,112,50,129,False,False
0X11751D404DAD3313,C:\Users\dviya\Desktop\Component_03\Dilukshan\Dataset\Videos\0X11751D404DAD3313.avi,True,True,170,112,112,50.0,True,,112,112,50,170,False,False
