FileName,ed_frame,es_frame,ed_area,es_area,area_ratio,n_traced,geometry_version
0X1039B49145DF4F25,40,57,936.022,547.035,0.5844,2,echonet_dynamic_no_long_axis_v1
0X103A55B2546EF36E,166,186,1504.312,885.044,0.5883,2,echonet_dynamic_no_long_axis_v1
0X103BE163257D663A,47,69,913.204,557.326,0.6103,2,echonet_dynamic_no_long_axis_v1
0X1040C376CF369A01,52,64,905.941,471.159,0.5201,2,echonet_dynamic_no_long_axis_v1
0X1040D64234D3E916,90,108,1450.091,753.758,0.5198,2,echonet_dynamic_no_long_axis_v1
0X1043D3D352972862,91,113,1164.986,778.422,0.6682,2,echonet_dynamic_no_long_axis_v1
0X1045F1B5A0A5EA54,57,73,975.48,635.329,0.6513,2,echonet_dynamic_no_long_axis_v1
0X104D2C3D60AE3DE8,145,163,2784.528,1438.953,0.5168,2,echonet_dynamic_no_long_axis_v1
0X105039B849CDB1CD,55,73,1468.874,814.459,0.5545,2,echonet_dynamic_no_long_axis_v1
0X10516E63208D8EA1,51,66,1462.253,853.953,0.584,2,echonet_dynamic_no_long_axis_v1
0X1055D6B76E5D7556,75,90,828.901,477.695,0.5763,2,echonet_dynamic_no_long_axis_v1
0X10569E00E4DFFF7D,36,53,881.015,323.997,0.3678,2,echonet_dynamic_no_long_axis_v1
0X1059077339EF0869,90,116,1382.002,712.058,0.5152,2,echonet_dynamic_no_long_axis_v1
0X105B9EF57DE45DCB,106,121,1875.704,1265.526,0.6747,2,echonet_dynamic_no_long_axis_v1
0X105CDF495F9A9A43,71,89,1351.15,803.201,0.5945,2,echonet_dynamic_no_long_axis_v1
0X105D400DBDB7A1FA,78,96,1760.015,1015.217,0.5768,2,echonet_dynamic_no_long_axis_v1
0X105E0E36E611D657,69,86,1830.742,1258.258,0.6873,2,echonet_dynamic_no_long_axis_v1
0X10623D3AF96AC271,34,52,3186.662,1463.975,0.4594,2,echonet_dynamic_no_long_axis_v1
0X1062E316DF137FDB,123,140,919.415,442.599,0.4814,2,echonet_dynamic_no_long_axis_v1
0X10648BFB1458861,30,39,1653.765,1121.68,0.6783,2,echonet_dynamic_no_long_axis_v1
0X106766224781FAE2,47,65,1121.081,661.597,0.5901,2,echonet_dynamic_no_long_axis_v1
0X106A8FDB8A83534B,60,72,1245.216,657.908,0.5283,2,echonet_dynamic_no_long_axis_v1
0X106B384BEED608E3,68,83,1486.431,745.178,0.5013,2,echonet_dynamic_no_long_axis_v1
0X106E73F4961CC47B,88,104,1176.616,646.165,0.5492,2,echonet_dynamic_no_long_axis_v1
0X106EA7D9DEC59EA9,96,110,1419.648,935.993,0.6593,2,echonet_dynamic_no_long_axis_v1
0X106FE6CF624D4C8C,55,74,1574.189,949.086,0.6029,2,echonet_dynamic_no_long_axis_v1
0X1070ABA581A9A255,41,58,1094.992,654.465,0.5977,2,echonet_dynamic_no_long_axis_v1
0X107458C8895A9AC9,96,110,939.479,556.226,0.5921,2,echonet_dynamic_no_long_axis_v1
0X1082BF2A3762D881,44,67,1436.886,1073.642,0.7472,2,echonet_dynamic_no_long_axis_v1
0X1088B755BC61AF23,42,52,991.724,423.559,0.4271,2,echonet_dynamic_no_long_axis_v1
0X108B163EEADDDABC,40,55,1289.041,779.721,0.6049,2,echonet_dynamic_no_long_axis_v1
0X108B4B26B48E417B,65,76,842.443,546.58,0.6488,2,echonet_dynamic_no_long_axis_v1
0X1093398DC18FB3B3,53,75,2542.237,1320.202,0.5193,2,echonet_dynamic_no_long_axis_v1
0X1096572D64654BBD,76,93,768.484,477.05,0.6208,2,echonet_dynamic_no_long_axis_v1
0X1098A9CCA66A5DD0,38,53,1204.462,738.694,0.6133,2,echonet_dynamic_no_long_axis_v1
0X109D27B0A540F9F6,51,64,1062.455,619.881,0.5834,2,echonet_dynamic_no_long_axis_v1
0X10A28877E97DF540,69,87,1727.215,920.703,0.5331,2,echonet_dynamic_no_long_axis_v1
0X10A5FC19152B50A5,112,125,1789.372,919.592,0.5139,2,echonet_dynamic_no_long_axis_v1
0X10A8ADB48536C3D5,88,97,1703.023,1481.602,0.87,2,echonet_dynamic_no_long_axis_v1
0X10A9B17E26220232,61,80,1145.138,591.831,0.5168,2,echonet_dynamic_no_long_axis_v1
0X10ABB3401FC5EC2D,51,71,1455.206,745.088,0.512,2,echonet_dynamic_no_long_axis_v1
0X10AD385C206C85C,133,145,809.402,611.882,0.756,2,echonet_dynamic_no_long_axis_v1
0X10B04432B90E5AC2,66,83,1215.04,738.368,0.6077,2,echonet_dynamic_no_long_axis_v1
0X10B063E16BA7BEE3,96,107,1649.352,1271.029,0.7706,2,echonet_dynamic_no_long_axis_v1
0X10B13E581B12A53C,39,53,865.436,490.589,0.5669,2,echonet_dynamic_no_long_axis_v1
0X10B7505562B0A702,61,77,1335.218,814.932,0.6103,2,echonet_dynamic_no_long_axis_v1
0X10BC6AA53115AA06,42,61,1765.089,1067.776,0.6049,2,echonet_dynamic_no_long_axis_v1
0X10BD75A3203C3BB9,50,66,1302.048,756.216,0.5808,2,echonet_dynamic_no_long_axis_v1
0X10BDFD27E27D56A9,1,20,1105.475,651.272,0.5891,2,echonet_dynamic_no_long_axis_v1
0X10BFDDD409BA5A7A,43,57,1255.576,692.29,0.5514,2,echonet_dynamic_no_long_axis_v1
0X10C2D4AA0721C0FB,149,166,1472.569,792.825,0.5384,2,echonet_dynamic_no_long_axis_v1
0X10C3E084B3ABE52A,4,20,1270.092,690.153,0.5434,2,echonet_dynamic_no_long_axis_v1
0X10C4823DD13E1869,49,67,2431.764,1452.497,0.5973,2,echonet_dynamic_no_long_axis_v1
0X10C53B6D1D01A54A,91,112,2261.259,1216.152,0.5378,2,echonet_dynamic_no_long_axis_v1
0X10CA19FBE6D26A71,53,70,1482.293,809.32,0.546,2,echonet_dynamic_no_long_axis_v1
0X10D11D93FB71B19C,103,118,1945.419,1031.168,0.53,2,echonet_dynamic_no_long_axis_v1
0X10D1B5DDEBC0E3C8,31,41,1260.202,775.207,0.6151,2,echonet_dynamic_no_long_axis_v1
0X10D278E3FD2DE072,82,99,1441.949,741.785,0.5144,2,echonet_dynamic_no_long_axis_v1
0X10D5F8CF0EB124,110,132,1415.617,1191.244,0.8415,2,echonet_dynamic_no_long_axis_v1
0X10D734CBEB6ECB81,5,13,864.197,658.004,0.7614,2,echonet_dynamic_no_long_axis_v1
0X10D8F5659B144070,57,71,803.509,528.631,0.6579,2,echonet_dynamic_no_long_axis_v1
0X10DEF75CF6DC6B84,116,134,1407.421,850.388,0.6042,2,echonet_dynamic_no_long_axis_v1
0X10E197789006C3D5,111,126,1404.45,731.396,0.5208,2,echonet_dynamic_no_long_axis_v1
0X10E47D630E15DE12,87,108,2222.451,1725.898,0.7766,2,echonet_dynamic_no_long_axis_v1
0X10E57E24DBA5788,45,61,1883.269,1574.988,0.8363,2,echonet_dynamic_no_long_axis_v1
0X10E60C3C123CAEB8,58,85,1069.555,579.221,0.5416,2,echonet_dynamic_no_long_axis_v1
0X10EFC1D17C7FB199,179,195,805.114,484.633,0.6019,2,echonet_dynamic_no_long_axis_v1
0X10F04F8DFB86BAEE,43,62,1530.912,1106.185,0.7226,2,echonet_dynamic_no_long_axis_v1
0X10F6FD4A9C6A458E,46,66,2212.602,1124.041,0.508,2,echonet_dynamic_no_long_axis_v1
0X10FCACE551DE0CEB,50,68,1089.353,539.912,0.4956,2,echonet_dynamic_no_long_axis_v1
0X11000DD0D10B399F,57,71,1131.648,667.056,0.5895,2,echonet_dynamic_no_long_axis_v1
0X1100A0AA0BDBAE92,49,68,1023.566,629.794,0.6153,2,echonet_dynamic_no_long_axis_v1
0X1106795368C7DE44,38,49,1860.194,1055.477,0.5674,2,echonet_dynamic_no_long_axis_v1
0X1108EED6EC60971E,51,70,1345.526,726.46,0.5399,2,echonet_dynamic_no_long_axis_v1
0X110A2E1C465B1B53,103,119,1283.667,694.232,0.5408,2,echonet_dynamic_no_long_axis_v1
0X11109B2A42A4C76E,123,135,1993.573,1328.851,0.6666,2,echonet_dynamic_no_long_axis_v1
0X11116A740B44446A,94,112,1502.28,922.205,0.6139,2,echonet_dynamic_no_long_axis_v1
0X1112442D58D48C79,61,72,1893.243,1001.574,0.529,2,echonet_dynamic_no_long_axis_v1
0X11199500C4901088,3,19,1172.233,807.488,0.6888,2,echonet_dynamic_no_long_axis_v1
0X111D3734D84AA8B8,109,125,1411.715,807.525,0.572,2,echonet_dynamic_no_long_axis_v1
0X111E2E3AD9EB4317,4,19,2201.303,1188.737,0.54,2,echonet_dynamic_no_long_axis_v1
0X111EDA8A1E44169C,97,110,1011.83,603.445,0.5964,2,echonet_dynamic_no_long_axis_v1
0X1123724D7C9FAF61,42,59,931.131,539.944,0.5799,2,echonet_dynamic_no_long_axis_v1
0X1124D3D938A98B7B,58,72,1374.579,813.121,0.5915,2,echonet_dynamic_no_long_axis_v1
0X112505A983BB4D8E,101,114,847.966,462.382,0.5453,2,echonet_dynamic_no_long_axis_v1
0X112668E4C7655E1A,76,93,771.68,464.587,0.602,2,echonet_dynamic_no_long_axis_v1
0X112862331B7E140E,37,58,2364.768,1194.017,0.5049,2,echonet_dynamic_no_long_axis_v1
0X1128628F2CE14FF4,87,108,1011.119,753.741,0.7455,2,echonet_dynamic_no_long_axis_v1
0X1129FFF0D45D7EFF,53,69,2676.523,1493.575,0.558,2,echonet_dynamic_no_long_axis_v1
0X112B93363FA20D8B,31,49,1133.913,767.512,0.6769,2,echonet_dynamic_no_long_axis_v1
0X112D0A3D2ACB8800,128,149,2188.143,1184.294,0.5412,2,echonet_dynamic_no_long_axis_v1
0X112E05F05062753E,44,64,1710.491,1055.536,0.6171,2,echonet_dynamic_no_long_axis_v1
0X112EF236E1F676E4,64,87,2058.077,1204.091,0.5851,2,echonet_dynamic_no_long_axis_v1
0X112F1A9C7DF4A5F2,121,146,1988.203,1088.47,0.5475,2,echonet_dynamic_no_long_axis_v1
0X11303E45952732BD,88,113,1433.704,889.808,0.6206,2,echonet_dynamic_no_long_axis_v1
0X113195610E41EF2,54,70,1260.33,756.815,0.6005,2,echonet_dynamic_no_long_axis_v1
0X1131FB2A374D34F5,59,86,1102.124,689.424,0.6255,2,echonet_dynamic_no_long_axis_v1
0X1134CC5B50757EEF,64,78,1673.021,1089.541,0.6512,2,echonet_dynamic_no_long_axis_v1
0X113E6AD75AB62781,121,133,986.913,682.113,0.6912,2,echonet_dynamic_no_long_axis_v1
0X113E9F83E605C0F5,50,59,1024.224,579.205,0.5655,2,echonet_dynamic_no_long_axis_v1
0X113F9B4D1F9FA03,56,75,1537.461,956.422,0.6221,2,echonet_dynamic_no_long_axis_v1
0X1143688D7F946644,53,67,1728.412,917.269,0.5307,2,echonet_dynamic_no_long_axis_v1
0X11445CEF92745462,51,66,766.974,407.305,0.5311,2,echonet_dynamic_no_long_axis_v1
0X114B58E6B34E55F1,81,92,1136.431,837.613,0.7371,2,echonet_dynamic_no_long_axis_v1
0X114DED900F0C2D7D,61,72,2195.192,1758.285,0.801,2,echonet_dynamic_no_long_axis_v1
0X1150BD0249677E8F,43,63,1131.165,599.857,0.5303,2,echonet_dynamic_no_long_axis_v1
0X1151059A7824211,51,72,1144.095,620.214,0.5421,2,echonet_dynamic_no_long_axis_v1
0X1151F27F45E9644F,185,202,711.437,307.06,0.4316,2,echonet_dynamic_no_long_axis_v1
0X11537FCF989575BB,51,71,4367.476,2586.828,0.5923,2,echonet_dynamic_no_long_axis_v1
0X1154F8CD483D5CD5,78,100,1827.252,1133.1,0.6201,2,echonet_dynamic_no_long_axis_v1
0X115841DA5E9DC64D,34,49,1304.89,801.773,0.6144,2,echonet_dynamic_no_long_axis_v1
0X1161B02E0B2DBB94,1,18,1128.649,576.674,0.5109,2,echonet_dynamic_no_long_axis_v1
0X11648EA1AD4AE177,38,55,590.483,250.175,0.4237,2,echonet_dynamic_no_long_axis_v1
0X1167650B8BEFF863,111,123,987.615,491.868,0.498,2,echonet_dynamic_no_long_axis_v1
0X11679CCF8428C87,40,56,1901.133,1577.219,0.8296,2,echonet_dynamic_no_long_axis_v1
0X116D6A1EFDD8E226,40,56,1011.302,606.994,0.6002,2,echonet_dynamic_no_long_axis_v1
0X11751D404DAD3313,96,117,2417.424,1717.777,0.7106,2,echonet_dynamic_no_long_axis_v1
0X117CAE6A13AA3F5,115,132,1224.451,681.37,0.5565,2,echonet_dynamic_no_long_axis_v1
0X117F243A9D657663,97,111,1216.965,754.39,0.6199,2,echonet_dynamic_no_long_axis_v1
0X117FFBEE3018EEF,37,47,997.583,742.815,0.7446,2,echonet_dynamic_no_long_axis_v1
0X1185DA5AB0D9BE6A,54,66,1007.074,643.74,0.6392,2,echonet_dynamic_no_long_axis_v1
0X11861625D2695B1F,47,61,1699.378,859.083,0.5055,2,echonet_dynamic_no_long_axis_v1
0X118EF5AEED2E28EC,33,48,1659.148,1008.445,0.6078,2,echonet_dynamic_no_long_axis_v1
0X119154A48FDF0A82,55,77,1141.026,686.574,0.6017,2,echonet_dynamic_no_long_axis_v1
0X1192B98E520E87C8,75,102,872.084,513.279,0.5886,2,echonet_dynamic_no_long_axis_v1
0X119C98019EFAA0F4,48,69,1426.196,730.498,0.5122,2,echonet_dynamic_no_long_axis_v1
0X11A07A83B21CFE1E,96,111,1432.294,762.394,0.5323,2,echonet_dynamic_no_long_axis_v1
0X11A3165A8DC20F2D,72,85,864.51,593.675,0.6867,2,echonet_dynamic_no_long_axis_v1
0X11A3EC0D91F0CD3B,42,55,1225.415,676.847,0.5523,2,echonet_dynamic_no_long_axis_v1
0X11B01A59D74693C4,2,21,1514.207,949.688,0.6272,2,echonet_dynamic_no_long_axis_v1
0X11B7D2EE96990A8D,35,54,1221.41,721.563,0.5908,2,echonet_dynamic_no_long_axis_v1
0X11BACBBF79E25D1E,25,34,1297.146,772.32,0.5954,2,echonet_dynamic_no_long_axis_v1
0X11BC6C9DEA4C94C7,156,170,1291.742,740.05,0.5729,2,echonet_dynamic_no_long_axis_v1
0X11BDF610427B903F,42,58,1387.535,892.223,0.643,2,echonet_dynamic_no_long_axis_v1
0X11BE656DE80C9CF2,75,97,1378.945,796.869,0.5779,2,echonet_dynamic_no_long_axis_v1
0X11C1412786BCBB50,68,85,1280.76,1029.618,0.8039,2,echonet_dynamic_no_long_axis_v1
0X11C5F414FDFFA6FE,18,27,1006.322,445.45,0.4427,2,echonet_dynamic_no_long_axis_v1
0X11C89001BEF939E2,65,78,1757.344,1285.53,0.7315,2,echonet_dynamic_no_long_axis_v1
0X11C9572ABEDC9715,86,101,1438.825,910.667,0.6329,2,echonet_dynamic_no_long_axis_v1
0X11CC3D00A37FE7DF,137,148,1238.291,761.627,0.6151,2,echonet_dynamic_no_long_axis_v1
0X11D525180CDD1ECD,41,59,793.692,602.752,0.7594,2,echonet_dynamic_no_long_axis_v1
0X11D53502D38B208F,59,69,868.682,463.659,0.5338,2,echonet_dynamic_no_long_axis_v1
0X11DA79F89EE37D3B,76,89,995.258,490.531,0.4929,2,echonet_dynamic_no_long_axis_v1
0X11DD5C8CC2A4D225,37,52,3174.604,1692.978,0.5333,2,echonet_dynamic_no_long_axis_v1
0X11DF3DEE0B2544FE,93,110,1368.226,976.846,0.714,2,echonet_dynamic_no_long_axis_v1
0X11E0A9338456F4AA,143,155,1039.505,625.339,0.6016,2,echonet_dynamic_no_long_axis_v1
0X11E371F35DEBE8B4,49,67,1154.945,665.637,0.5763,2,echonet_dynamic_no_long_axis_v1
0X11E3FA2DD4ADD675,40,54,1860.684,1518.211,0.8159,2,echonet_dynamic_no_long_axis_v1
0X11F088FA228B2BE8,56,75,1457.092,881.409,0.6049,2,echonet_dynamic_no_long_axis_v1
0X11F7628563B5B391,114,129,1618.967,885.728,0.5471,2,echonet_dynamic_no_long_axis_v1
0X11F798A4F0181ACF,59,77,1095.958,558.282,0.5094,2,echonet_dynamic_no_long_axis_v1
0X12006C9A54BEED76,34,48,1245.537,668.469,0.5367,2,echonet_dynamic_no_long_axis_v1
0X1205884E675E58B9,57,70,1037.959,538.576,0.5189,2,echonet_dynamic_no_long_axis_v1
0X120CAF5F957C906C,42,64,1382.223,958.463,0.6934,2,echonet_dynamic_no_long_axis_v1
0X120E33CFA2D0FF00,108,126,1550.814,898.46,0.5793,2,echonet_dynamic_no_long_axis_v1
0X1210DA53C9475EBF,151,166,2290.267,1405.706,0.6138,2,echonet_dynamic_no_long_axis_v1
0X1212FB5C4E7021B8,39,55,2066.918,1358.825,0.6574,2,echonet_dynamic_no_long_axis_v1
0X12143BF23189A122,47,61,1095.844,593.233,0.5413,2,echonet_dynamic_no_long_axis_v1
0X12185F79407DF986,51,67,1455.141,990.635,0.6808,2,echonet_dynamic_no_long_axis_v1
0X121968806D66B71F,38,50,943.938,523.076,0.5541,2,echonet_dynamic_no_long_axis_v1
0X1219DA80A35E3B5F,67,84,2370.464,1289.762,0.5441,2,echonet_dynamic_no_long_axis_v1
0X121ED339D11C4F6B,62,74,1140.254,605.632,0.5311,2,echonet_dynamic_no_long_axis_v1
0X1220B4C71FD9D82,1,14,1096.011,479.314,0.4373,2,echonet_dynamic_no_long_axis_v1
0X1222EAE9D581E210,35,57,1829.697,930.518,0.5086,2,echonet_dynamic_no_long_axis_v1
0X1225C19111629C6F,89,105,1635.792,887.618,0.5426,2,echonet_dynamic_no_long_axis_v1
0X1227CDDF6A114129,51,66,1003.214,396.36,0.3951,2,echonet_dynamic_no_long_axis_v1
0X123B2FFEBC042304,101,118,1574.095,817.628,0.5194,2,echonet_dynamic_no_long_axis_v1
0X123BE57301362DA4,38,49,1243.37,735.239,0.5913,2,echonet_dynamic_no_long_axis_v1
0X123D5FE0A5DC7E1D,35,52,1011.987,631.583,0.6241,2,echonet_dynamic_no_long_axis_v1
0X123F96492CB893D6,72,87,1893.213,1197.691,0.6326,2,echonet_dynamic_no_long_axis_v1
0X124030F8B3C1A5AF,42,22,1233.425,713.536,0.5785,2,echonet_dynamic_no_long_axis_v1
0X12430512E2BBCD55,38,50,537.462,314.77,0.5857,2,echonet_dynamic_no_long_axis_v1
0X124823D11EF8E321,72,88,2429.77,1385.825,0.5704,2,echonet_dynamic_no_long_axis_v1
0X12508E9DD1BA59B5,89,107,1210.542,544.103,0.4495,2,echonet_dynamic_no_long_axis_v1
0X125C10BA973D3B07,41,59,1605.819,1356.161,0.8445,2,echonet_dynamic_no_long_axis_v1
0X12628F033A56EB6F,2,16,1240.638,673.855,0.5432,2,echonet_dynamic_no_long_axis_v1
0X1262A9E08289B606,58,73,1856.307,976.141,0.5259,2,echonet_dynamic_no_long_axis_v1
0X1264B4000299A44A,3,14,946.318,507.814,0.5366,2,echonet_dynamic_no_long_axis_v1
0X126C02C8B984672B,74,92,1790.454,981.614,0.5482,2,echonet_dynamic_no_long_axis_v1
0X126D2362E5A0A3E2,86,100,1215.939,673.1,0.5536,2,echonet_dynamic_no_long_axis_v1
0X12743BE18328C2CB,126,143,1123.858,628.675,0.5594,2,echonet_dynamic_no_long_axis_v1
0X12746954583128D,126,142,1131.017,579.011,0.5119,2,echonet_dynamic_no_long_axis_v1
0X1274EA614B0388C1,0,16,1164.314,999.521,0.8585,2,echonet_dynamic_no_long_axis_v1
0X1276054526651444,49,65,2330.28,1581.835,0.6788,2,echonet_dynamic_no_long_axis_v1
0X127779E8265AE7DF,150,172,3225.609,2109.806,0.6541,2,echonet_dynamic_no_long_axis_v1
0X127A2C51D192532D,42,59,1245.186,769.372,0.6179,2,echonet_dynamic_no_long_axis_v1
0X127D3AEEA73EDE76,64,73,1010.351,542.823,0.5373,2,echonet_dynamic_no_long_axis_v1
0X127F452F06A3EE97,91,109,984.503,636.418,0.6464,2,echonet_dynamic_no_long_axis_v1
0X12807854DFA9CC01,40,54,1099.257,652.523,0.5936,2,echonet_dynamic_no_long_axis_v1
0X128786C169B3ADAE,0,16,1382.333,670.99,0.4854,2,echonet_dynamic_no_long_axis_v1
0X128C3C2C3A7496CB,62,75,1297.934,1091.18,0.8407,2,echonet_dynamic_no_long_axis_v1
0X129133A90A61A59D,66,84,2398.278,2041.161,0.8511,2,echonet_dynamic_no_long_axis_v1
0X129682A2ECCD415,33,42,712.877,329.302,0.4619,2,echonet_dynamic_no_long_axis_v1
0X1297B85A51C2B20A,49,65,1353.361,785.813,0.5806,2,echonet_dynamic_no_long_axis_v1
0X129C303CC617D208,42,63,2413.542,1977.576,0.8194,2,echonet_dynamic_no_long_axis_v1
0X129CDFF3A684DDB9,38,54,1484.08,1198.669,0.8077,2,echonet_dynamic_no_long_axis_v1
0X129ED481CEECBD9,49,67,1484.934,891.948,0.6007,2,echonet_dynamic_no_long_axis_v1
0X12A72A2C6FF4C400,72,92,1144.204,622.737,0.5443,2,echonet_dynamic_no_long_axis_v1
0X12AD71F42865D2A,108,128,2091.232,1543.899,0.7383,2,echonet_dynamic_no_long_axis_v1
0X12B41FA5409312FE,151,179,1566.375,948.32,0.6054,2,echonet_dynamic_no_long_axis_v1
0X12B468050091669,53,72,1429.026,870.692,0.6093,2,echonet_dynamic_no_long_axis_v1
0X12B70D2902C13E73,55,82,2027.267,1058.891,0.5223,2,echonet_dynamic_no_long_axis_v1
0X12B79C738400F3,47,61,1789.658,871.756,0.4871,2,echonet_dynamic_no_long_axis_v1
0X12B890B1E2E14CC4,1,17,2723.237,1540.224,0.5656,2,echonet_dynamic_no_long_axis_v1
0X12B9FFDEA456E877,46,63,1106.489,623.376,0.5634,2,echonet_dynamic_no_long_axis_v1
0X12BAD5FBFC3E4F2A,97,114,1281.685,759.872,0.5929,2,echonet_dynamic_no_long_axis_v1
0X12C17194EECA74B4,31,43,1623.004,964.574,0.5943,2,echonet_dynamic_no_long_axis_v1
0X12C75A801CBD284A,67,78,1511.099,922.655,0.6106,2,echonet_dynamic_no_long_axis_v1
0X12CC84ACC62427C1,37,49,1780.594,1024.052,0.5751,2,echonet_dynamic_no_long_axis_v1
0X12CF33089E2618A8,31,63,876.058,536.24,0.6121,2,echonet_dynamic_no_long_axis_v1
0X12D510DA18959EE3,67,80,941.307,582.941,0.6193,2,echonet_dynamic_no_long_axis_v1
0X12D56DAF10A98037,37,55,996.724,517.247,0.5189,2,echonet_dynamic_no_long_axis_v1
0X12D7CFBEBDF0EAAF,38,53,928.703,500.525,0.539,2,echonet_dynamic_no_long_axis_v1
0X12DAF7D942F818A0,102,123,1874.011,1068.436,0.5701,2,echonet_dynamic_no_long_axis_v1
0X12DC39D816351E0D,57,66,1091.814,757.686,0.694,2,echonet_dynamic_no_long_axis_v1
0X12F2890C7AEA52E8,23,39,1099.679,750.736,0.6827,2,echonet_dynamic_no_long_axis_v1
0X12F3277B0A6EE866,154,172,664.853,326.285,0.4908,2,echonet_dynamic_no_long_axis_v1
0X12F3CF2F58EC699B,133,147,1150.529,639.673,0.556,2,echonet_dynamic_no_long_axis_v1
0X12F535C804FC3F13,141,155,1068.826,559.854,0.5238,2,echonet_dynamic_no_long_axis_v1
0X13031FC2687E954D,3,25,2522.354,1321.996,0.5241,2,echonet_dynamic_no_long_axis_v1
0X1303B567B01D9D71,107,120,1068.179,585.604,0.5482,2,echonet_dynamic_no_long_axis_v1
0X13078849A6B5C581,0,20,1319.823,775.247,0.5874,2,echonet_dynamic_no_long_axis_v1
0X130914FFD198255E,120,139,1595.277,888.773,0.5571,2,echonet_dynamic_no_long_axis_v1
0X130ABC17C55FD6B5,46,59,1538.158,889.07,0.578,2,echonet_dynamic_no_long_axis_v1
0X130B57359B0E6F00,157,173,1277.174,709.741,0.5557,2,echonet_dynamic_no_long_axis_v1
0X130E96B8AB4EC4DF,3,21,1193.988,598.203,0.501,2,echonet_dynamic_no_long_axis_v1
0X131AEF344C28F4B2,122,143,1204.23,669.96,0.5563,2,echonet_dynamic_no_long_axis_v1
0X131EE16CE9512E4E,131,85,1536.157,845.135,0.5502,2,echonet_dynamic_no_long_axis_v1
0X132A335840604190,44,63,1661.88,922.121,0.5549,2,echonet_dynamic_no_long_axis_v1
0X132C1E8DBB715D1D,44,55,693.011,380.964,0.5497,2,echonet_dynamic_no_long_axis_v1
0X132E461F48559F6B,72,89,1405.512,681.056,0.4846,2,echonet_dynamic_no_long_axis_v1
0X1335F88662E38FD5,97,113,2670.82,1629.721,0.6102,2,echonet_dynamic_no_long_axis_v1
0X1337E8945A141439,73,87,1832.925,1254.449,0.6844,2,echonet_dynamic_no_long_axis_v1
0X13381981E598316E,116,132,1898.556,1027.725,0.5413,2,echonet_dynamic_no_long_axis_v1
0X1339B9E81946F0E8,61,82,1076.717,568.06,0.5276,2,echonet_dynamic_no_long_axis_v1
0X133BD3C195F9EA2,46,65,2038.211,1174.156,0.5761,2,echonet_dynamic_no_long_axis_v1
0X133C22A8F4C643C,129,141,1374.504,1066.384,0.7758,2,echonet_dynamic_no_long_axis_v1
0X133F1774D5859CF4,134,150,807.46,379.795,0.4704,2,echonet_dynamic_no_long_axis_v1
0X133F50BB99C6E09,42,55,1110.273,648.586,0.5842,2,echonet_dynamic_no_long_axis_v1
